kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
backprop.1.sm_30.ptx 35 : 8388608 102710304 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 132 : 8388608 43522976 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 58 : 8388608 74829504 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 155 : 8388608 112276352 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 84 : 8388608 42797184 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 37 : 8388608 69070528 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 60 : 8388608 86190848 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 157 : 8388608 73396320 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 85 : 8388608 43136064 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 38 : 8388608 73477216 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 39 : 8388608 49576576 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 46 : 8388608 68720256 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 47 : 8388608 43249216 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 48 : 8388608 40068990 0 0 0 0 0 0 262144 
backprop.1.sm_30.ptx 50 : 524288 2845356 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 51 : 524288 4392928 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 52 : 524288 4325348 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 53 : 524288 191725816 2097184 0 0 327680 262144 0 0 
backprop.1.sm_30.ptx 54 : 524288 2268818 0 262144 262144 0 0 0 0 
backprop.1.sm_30.ptx 57 : 8388608 46679168 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 154 : 8388608 106161120 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 88 : 33554432 269250176 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 89 : 33554432 3552989280 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 90 : 33554432 176009760 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 91 : 33554432 175294208 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 92 : 33554432 172603200 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 93 : 33554432 130923968 0 0 0 0 0 0 491520 
backprop.1.sm_30.ptx 95 : 7864320 62860448 0 491520 491520 0 0 0 0 
backprop.1.sm_30.ptx 96 : 7864320 40330864 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 97 : 7864320 64168416 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 98 : 7864320 40216576 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 99 : 7864320 64189536 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 100 : 7864320 40426528 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 101 : 7864320 64136576 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 102 : 7864320 64276352 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 103 : 7864320 63815856 0 491520 491520 0 0 0 0 
backprop.1.sm_30.ptx 104 : 7864320 63021744 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 105 : 7864320 24219952 0 491520 491520 0 0 0 0 
backprop.1.sm_30.ptx 108 : 33554432 172486912 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 109 : 33554432 284981408 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 110 : 33554432 172713728 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 111 : 33554432 171375584 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 112 : 33554432 128782336 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 115 : 8388608 43362624 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 116 : 8388608 77943040 0 262144 262144 0 0 0 0 
backprop.1.sm_30.ptx 117 : 8388608 64122080 0 0 0 1310720 262144 0 0 
backprop.1.sm_30.ptx 118 : 8388608 44166848 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 119 : 8388608 40770960 0 0 0 0 0 0 262144 
backprop.1.sm_30.ptx 120 : 524288 2727940 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 123 : 524288 2720346 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 124 : 524288 4322436 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 125 : 524288 4360754 0 262144 262144 0 0 0 0 
backprop.1.sm_30.ptx 126 : 524288 5337576 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 127 : 524288 4387496 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 128 : 524288 4322116 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 129 : 524288 1745522 0 0 0 262144 262144 0 0 
backprop.1.sm_30.ptx 152 : 8388608 56067680 0 0 0 0 0 0 0 
backprop.1.sm_30.ptx 153 : 8388608 62779584 0 0 0 0 0 0 0 
